   54955.1440094057       1.039924313896989E-004  6.523090592342419E-005
   54955.1644438502      -5.084081449857614E-005  6.523593907776970E-005
   54955.1848784947       2.391485674002602E-005  6.525740624365238E-005
   54955.2053130391      -6.654365945302221E-005  6.521373110129069E-005
   54955.2257474835      -1.665995372274187E-004  6.518138055620636E-005
   54955.2461821277       1.659573406675996E-005  6.516701100949271E-005
   54955.2666166720      -3.564848568193835E-005  6.514569636343866E-005
   54955.2870511162       5.905345442425158E-005  6.515156837684174E-005
   54955.3074856604       1.084384135057181E-004  6.518477412239386E-005
   54955.3279203045       1.308556709911368E-004  6.517830837108639E-005
   54955.3483548485       9.008738765015067E-005  6.517152668584814E-005
   54955.3687893925       4.228983492904348E-005  6.508858858188216E-005
   54955.3892239364       8.240985157281777E-005  6.498615517553249E-005
   54955.4096584803      -1.090993811659891E-004  6.494813960824112E-005
   54955.4300930242      -2.144267811892142E-004  6.506476825292886E-005
   54955.4505274680      -3.682811136318520E-004  6.505456031868268E-005
   54955.4709621118      -1.654244492683699E-004  6.509474384639560E-005
   54955.4913966554      -2.827791127969492E-004  6.500103675309949E-005
   54955.5118310991      -2.195954604885531E-004  6.502710674952541E-005
   54955.5322657426      -1.167324642623591E-004  6.499873806139624E-005
   54955.5527002862      -1.495661537469495E-004  6.499564953486605E-005
   54955.5731348296       3.134414632828264E-004  6.515721705763859E-005
   54955.5935692730       9.054530669638794E-005  6.514847440317482E-005
   54955.6140039165       2.112523807187294E-004  6.507818999785018E-005
   54955.6344384598       1.047100274487178E-004  6.512273668208989E-005
   54955.6548729030       1.022068455323044E-004  6.504149263764929E-005
   54955.6753075462       1.558061488227125E-005  6.495980192799622E-005
   54955.6957420894       1.417118091784353E-005  6.504884082510825E-005
   54955.7161765325       1.371489009660554E-004  6.508019999130633E-005
   54955.7366110755      -4.789508580071988E-006  6.510348105372263E-005
   54955.7570457185       1.744809470232145E-004  6.521518003966288E-005
   54955.7774801615       8.313238768997699E-005  6.512038351901926E-005
   54961.6217561159      -8.610511596451875E-005  6.484350555864947E-005
   54961.6421905391       1.645318801992701E-004  6.474929188163677E-005
   54961.6626251621       8.887853445571636E-005  6.490010130935265E-005
   54961.6830596851       2.098216804724551E-005  6.485945477501703E-005
   54961.7034941080       1.472141142275785E-004  6.510197219684633E-005
   54961.7239287308       3.039621977651841E-005  6.479289076408414E-005
   54961.7443632535       3.997764166530082E-005  6.493289307251271E-005
   54961.7647976762       3.683882456329002E-005  6.503766874765952E-005
   54961.7852321988       1.174748192587227E-004  6.500351520031507E-005
   54961.8056668213       4.914917230980365E-007  6.504125296363283E-005
