   54979.3786433778      -1.303809985648829E-004  3.717403248755351E-004
   54979.3990777120       8.546701799609924E-004  3.718021971380059E-004
   54979.4195121463       2.859240087682569E-004  3.717596976138968E-004
   54979.4399466805       4.001170784442287E-004  3.717290163871135E-004
   54979.4603810145       6.422216250645540E-005  3.714572650680143E-004
   54979.4808154485       4.454176391837095E-004  3.714535341937605E-004
   54979.5012498823      -1.696730376330446E-004  3.714253093189704E-004
   54979.5216843160       3.861791687063132E-004  3.715341303468965E-004
   54979.5421187497      -3.237354359013622E-004  3.716474701355649E-004
   54979.5625531832      -2.402817184066208E-005  3.714654683567464E-004
   54979.5829877168      -1.277339045514525E-004  3.716951836143767E-004
   54979.6034220502       5.902505765273958E-004  3.716821139679222E-004
   54979.6238564834      -2.381288869421905E-004  3.710954629579183E-004
   54979.6442908165       1.448395912428957E-005  3.714279047097557E-004
   54979.6647253496       3.434847972849653E-005  3.716428586822946E-004
   54979.6851597827       1.288045299641105E-005  3.715341303468965E-004
   54979.7055941155      -7.828576516244468E-005  3.715864321058466E-004
   54979.7260286484       1.924219649021008E-004  3.714353896313954E-004
   54979.7464630811      -3.761614204769170E-004  3.715067860511230E-004
   54979.7668975137      -2.329570594770125E-004  3.711576596442372E-004
   54979.7873318462      -1.598833828603263E-004  3.712993633464877E-004
   54979.8077663785      -1.413424265688246E-004  3.713515260666457E-004
   54979.8282008109      -4.419662028707361E-004  3.712765378114564E-004
   54979.8486351432       1.367547314967688E-005  3.713878151913758E-004
   54979.8690695753      -3.092106023834251E-004  3.712947287200855E-004
   54979.8895041073      -2.597594522691926E-004  3.713207753204664E-004
   54979.9099384392      -6.994217958646853E-004  3.713110889512856E-004
   54979.9303728710      -7.002879992348277E-004  3.711495258749012E-004
   54979.9508074028      -4.793572431184279E-004  3.705921425306279E-004
   54979.9712417345      -6.984251728936464E-005  3.708845411103493E-004
   54979.9916761660      -4.883913020345965E-004  3.713600537792259E-004
   54980.0121105975      -5.780705013673781E-004  3.709686364064192E-004
   54980.0325451288       1.960007343426717E-004  3.713591268539455E-004
   54980.0529794600      -3.243943315059949E-004  3.709390443168405E-004
   54980.0734138912      -2.251273876330284E-004  3.714844239787318E-004
   54980.0938484223       2.337678635013773E-004  3.708618082678460E-004
   54980.1142827531      -3.064113185380357E-005  3.710844093739488E-004
   54980.1347171840      -1.156511649786918E-004  3.708164584484995E-004
   54980.1551515148       6.387368232507740E-005  3.714244750862180E-004
   54980.1755860455       2.145640622404077E-004  3.711653762971971E-004
   54980.1960204761      -4.836833771476590E-004  3.711513333791981E-004
   54980.2164548065       6.801097514719245E-005  3.714352737657354E-004
   54980.2368893369       1.104686849775494E-004  3.712501204409632E-004
   54980.2573237671      -2.403696552811807E-004  3.711415079712252E-004
   54980.2777581973       3.505226713576004E-004  3.709797595097847E-004
   54980.2981925273      -1.341796599295675E-004  3.706049804457622E-004
   54980.3186270574      -3.468829439717824E-004  3.711004451813008E-004
   54980.3390614873       4.957615953393724E-004  3.714074196610575E-004
   54980.3594958170       1.923581366942706E-004  3.713451302822105E-004
   54980.3799302467       9.754996004787131E-004  3.713308788060234E-004
   54980.4207991057      -3.906526921815257E-005  3.710876767855624E-004
   54980.4412335352       2.662899100911442E-004  3.713334046774127E-004
   55003.7159726333       6.733378146850377E-004  3.887755490333655E-004
